date,title,artist,peakPos,lastPos,weeks,rank,change
2005-06-18,Obsession (No Es Amor),Frankie J Featuring Baby Bash,3,36,21,40,-4,
2005-06-18,That's What I Love About Sunday,Craig Morgan,51,65,20,74,-9,
2005-06-11,Caught Up,Usher,8,48,27,47,1,
2005-06-11,It's Like That,Mariah Carey,16,64,20,66,-2,
2005-06-11,Karma,Alicia Keys,20,45,29,46,-1,
2005-06-11,Look What You've Done,Jet,37,78,20,90,-12,
2005-06-11,Some Cut,Trillville Featuring Cutty,14,44,25,49,-5,
2005-06-11,Still Tippin',Mike Jones Featuring Slim Thug & Paul Wall,60,94,13,100,-6,
2005-06-11,What's A Guy Gotta Do,Joe Nichols,64,74,15,88,-14,
2005-06-04,How We Do,The Game Featuring 50 Cent,4,47,28,50,-3,
2005-06-04,Nothin' To Lose,Josh Gracin,39,87,20,92,-5,
2005-06-04,O,Omarion,27,82,20,89,-7,
2005-06-04,She's No You,Jesse McCartney,91,91,3,96,-5,
2005-06-04,Truth Is,Fantasia,21,48,20,52,-4,
2005-06-04,U Don't Know Me,T.I.,23,45,20,54,-9,
2005-05-28,E-Pro,Beck,65,88,10,96,-8,
2005-05-28,I'll Take That As A Yes (The Hot Tub Song),Phil Vassar,89,89,5,95,-6,
2005-05-28,If Heaven,Andy Griggs,65,68,16,88,-20,
2005-05-28,It's Getting Better All The Time,Brooks & Dunn,56,79,16,92,-13,
2005-05-28,When You Tell Me That You Love Me,American Idol Finalists Season 4,39,50,4,69,-19,
2005-05-21,Drugs Or Jesus,Tim McGraw,87,90,9,92,-2,
2005-05-21,Happy?,Mudvayne,89,100,4,100,0,
2005-05-21,Ordinary People,John Legend,24,55,20,55,0,
2005-05-21,Signs,Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,46,84,14,87,-3,
2005-05-21,Sunday Morning,Maroon 5,31,72,20,70,2,
2005-05-14,Class Reunion (That Used To Be Us),Lonestar,97,97,3,98,-1,
2005-05-14,Get Right,Jennifer Lopez,12,79,17,92,-13,
2005-05-14,Honkytonk U,Toby Keith,61,78,12,80,-2,
2005-05-14,Mockingbird,Eminem,11,56,20,61,-5,
2005-05-14,Okay,Nivea Featuring Lil Jon & YoungBloodZ,40,49,21,50,-1,
2005-05-14,So Much More,Fat Joe,81,85,5,99,-14,
2005-05-14,Under Pressure,The Used And My Chemical Romance,41,41,3,86,-45,
2005-05-07,Hold You Down,Jennifer Lopez Featuring Fat Joe,64,71,8,88,-17,
2005-05-07,Jerk It Out,Caesars,70,93,10,96,-3,
2005-04-30,Baby Mama,Fantasia,60,79,12,88,-9,
2005-04-30,Bless The Broken Road,Rascal Flatts,29,56,20,61,-5,
2005-04-30,God's Will,Martina McBride,85,88,8,87,1,
2005-04-30,Hello Tomorrow,Squeak E. Clean Featuring Karen O,85,0,1,85,New,
2005-04-30,How Do You Get That Lonely,Blaine Larsen,91,91,7,94,-3,
2005-04-30,I Don't Want To Be,Gavin DeGraw,10,49,28,50,-1,
2005-04-30,She Will Be Loved,Maroon 5,5,43,41,46,-3,
2005-04-30,Sometimes You Can't Make It On Your Own,U2,97,99,3,97,2,
2005-04-30,Somewhere Only We Know,Keane,50,89,12,98,-9,
2005-04-23,Baby Girl,Sugarland,38,48,20,53,-5,
2005-04-23,Beautiful Soul,Jesse McCartney,16,40,20,45,-5,
2005-04-23,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,1,33,30,40,-7,
2005-04-23,I May Hate Myself In The Morning,Lee Ann Womack,66,84,13,98,-14,
2005-04-23,In The Kitchen,R. Kelly,91,0,5,92,Re-Entry,
2005-04-23,Lady,Lenny Kravitz,27,83,20,83,0,
2005-04-23,Little Sister,Queens Of The Stone Age,88,89,9,100,-11,
2005-04-23,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,3,41,22,46,-5,
2005-04-23,TRUE,Ryan Cabrera,18,57,20,62,-5,
2005-04-16,Bring Em Out,T.I.,9,37,21,42,-5,
2005-04-16,Devils & Dust,Bruce Springsteen,72,0,1,72,New,
2005-04-16,Do Somethin',Britney Spears,100,0,1,100,New,
2005-04-16,Mud On The Tires,Brad Paisley,30,69,20,76,-7,
2005-04-16,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,3,32,21,36,-4,
2005-04-16,You're My Better Half,Keith Urban,33,89,20,96,-7,
2005-04-09,Cry Baby/Piece Of My Heart,Melissa Etheridge & Joss Stone,32,32,2,46,-14,
2005-04-09,Daughters,John Mayer,19,39,23,44,-5,
2005-04-09,Give A Little Bit,Goo Goo Dolls,37,46,20,52,-6,
2005-04-09,Let Them Be Little,Billy Dean,68,81,11,90,-9,
2005-04-09,Like Toy Soldiers,Eminem,34,76,11,94,-18,
2005-04-09,Numb/Encore,Jay-Z/Linkin Park,20,50,20,59,-9,
2005-04-09,So What The Fuss,Stevie Wonder,96,0,1,96,New,
2005-04-09,Sooner Or Later,Breaking Benjamin,99,99,2,100,-1,
2005-04-02,Bitches Ain't S**t,Ben Folds,71,0,1,71,New,
2005-04-02,Get Back,Ludacris,13,46,20,55,-9,
2005-04-02,I Just Wanna Live,Good Charlotte,51,93,8,98,-5,
2005-04-02,Karma,Lloyd Banks Featuring Avant,17,70,20,80,-10,
2005-04-02,Nobody's Home,Avril Lavigne,41,82,17,94,-12,
2005-03-26,"Awful, Beautiful Life",Darryl Worley,30,89,20,96,-7,
2005-03-26,Gasolina,Daddy Yankee,32,75,20,63,12,
2005-03-26,Only U,Ashanti,13,71,19,98,-27,
2005-03-26,Over And Over,Nelly Featuring Tim McGraw,3,32,24,37,-5,
2005-03-26,Piggy Bank,50 Cent,88,0,1,88,New,
2005-03-26,The Widow,The Mars Volta,95,97,2,95,2,
2005-03-26,Trying To Find Atlantis,Jamie O'Neal,86,88,4,86,2,
2005-03-26,Why Do You Love Me,Garbage,94,0,1,94,New,
2005-03-19,Baby,Fabolous Featuring Mike Shorey,71,84,9,92,-8,
2005-03-19,Hope,Twista Featuring Faith Evans,31,68,7,81,-13,
2005-03-19,I'm Not Okay (I Promise),My Chemical Romance,86,92,6,96,-4,
2005-03-19,Let's Get Blown,Snoop Dogg,54,66,11,84,-18,
2005-03-19,Monday Morning Church,Alan Jackson,54,78,16,90,-12,
2005-03-19,N Dey Say,Nelly,64,83,7,100,-17,
2005-03-19,Nothin 'Bout Love Makes Sense,LeAnn Rimes,52,80,19,98,-18,
2005-03-12,Goodies,Ciara Featuring Petey Pablo,1,50,38,50,0,
2005-03-12,Home,Three Days Grace,90,0,4,97,Re-Entry,
2005-03-12,La La,Ashlee Simpson,86,96,5,100,-4,
2005-03-12,Shut Up,Simple Plan,99,100,2,99,1,
2005-03-12,Some Beach,Blake Shelton,28,70,20,72,-2,
2005-03-12,Welcome To My Life,Simple Plan,40,92,18,98,-6,
2005-03-12,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,22,84,19,94,-10,
2005-03-05,Across The Universe,Various Artists,22,0,1,22,Hot Shot Debut,
2005-03-05,He Gets That From Me,Reba McEntire,59,72,12,81,-9,
2005-03-05,My Boo,Usher And Alicia Keys,1,34,26,41,-7,
2005-03-05,What You Waiting For?,Gwen Stefani,47,91,20,93,-2,
2005-02-26,Back When,Tim McGraw,30,92,19,99,-7,
2005-02-26,Encore,"Eminem, Dr. Dre & 50 Cent",25,72,15,85,-13,
2005-02-26,Landed,Ben Folds,77,97,2,77,20,
2005-02-26,Lose My Breath,Destiny's Child,3,38,23,43,-5,
2005-02-26,We Will Become Silhouettes,The Postal Service,82,0,1,82,Hot Shot Debut,
2005-02-26,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,5,55,20,78,-23,
2005-02-19,Down And Out,Cam'Ron Featuring Kanye West & Syleena Johnson,94,0,1,94,New,
2005-02-19,New York,Ja Rule Featuring Fat Joe & Jadakiss,27,62,14,84,-22,
2005-02-19,Pain,Jimmy Eat World,93,93,2,96,-3,
2005-02-19,Shorty Wanna Ride,Young Buck,17,88,19,93,-5,
2005-02-19,Tempted To Touch,Rupee,39,91,20,100,-9,
2005-02-19,Vertigo,U2,31,44,20,47,-3,
2005-02-19,When I Think About Cheatin',Gretchen Wilson,39,56,11,79,-23,
2005-02-12,Dare You To Move,Switchfoot,17,35,20,49,-14,
2005-02-12,Go D.J.,Lil Wayne,14,75,20,81,-6,
2005-02-12,Holy Water,Big & Rich,75,78,7,97,-19,
2005-02-12,Just Lose It,Eminem,6,93,19,96,-3,
2005-02-12,Let's Go,Trick Daddy Featuring Lil Jon & Twista,7,43,22,41,2,
2005-02-12,U Make Me Wanna,Jadakiss Featuring Mariah Carey,21,62,13,86,-24,
2005-02-05,Baby It's You,JoJo Featuring Bow Wow,22,68,18,83,-15,
2005-02-05,Balla Baby,Chingy,20,87,18,90,-3,
2005-02-05,Fall To Pieces,Velvet Revolver,67,84,20,84,0,
2005-02-05,Getting Away With Murder,Papa Roach,69,86,16,85,1,
2005-02-05,Ghetto,Akon,92,98,5,98,0,
2005-02-05,Gotta Go Solo,Patti LaBelle Featuring Ron Isley,89,92,9,94,-2,
2005-02-05,How Am I Doin',Dierks Bentley,49,79,16,81,-2,
2005-02-05,I Changed My Mind,Keyshia Cole Featuring Shyne,71,93,11,91,2,
2005-02-05,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,81,91,15,89,2,
2005-02-05,I'll Be Around,Daryl Hall John Oates,97,99,3,97,2,
2005-02-05,One Thing,Finger Eleven,16,46,29,45,1,
2005-02-05,Party For Two,Shania Twain With Billy Currington Or Mark McGrath,58,81,14,87,-6,
2005-02-05,Perdidos,Monchy & Alexandra,92,94,7,92,2,
2005-02-05,Take Me Home,Terror Squad,62,95,16,95,0,
2005-02-05,The Woman With You,Kenny Chesney,33,82,17,86,-4,
2005-02-05,Thugs Get Lonely Too,2Pac Featuring Nate Dogg,98,0,4,100,Re-Entry,
2005-02-05,Vitamin R (Leading Us Along),Chevelle,68,88,12,88,0,
2005-02-05,You're The One,Guerilla Black Featuring Mario Winans,77,89,11,96,-7,
2005-01-29,Breathe,Fabolous,10,61,20,83,-22,
2005-01-29,Charlene,Anthony Hamilton,19,32,22,42,-10,
2005-01-29,Dangerously In Love,Beyonce,57,90,20,100,-10,
2005-01-29,Hold You Down,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",95,99,4,96,3,
2005-01-29,Mr. Mom,Lonestar,33,67,20,71,-4,
2005-01-29,Nothing On But The Radio,Gary Allan,32,63,20,67,-4,
2005-01-29,On The Way Down,Ryan Cabrera,15,45,27,50,-5,
2005-01-22,1985,Bowling For Soup,23,67,20,75,-8,
2005-01-22,Broken,Seether Featuring Amy Lee,20,35,21,49,-14,
2005-01-22,Come Home Soon,SHeDAISY,75,87,7,94,-7,
2005-01-22,Hush,LL Cool J Featuring 7 Aurelius,26,78,18,91,-13,
2005-01-22,Lean Back,Terror Squad,1,31,31,48,-17,
2005-01-22,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",12,26,22,36,-10,
2005-01-22,So Cold,Breaking Benjamin,76,80,20,82,-2,
2005-01-15,A Rose By Any Other Name,Teena Marie Featuring Gerald Levert,97,0,2,97,Re-Entry,
2005-01-15,In A Real Love,Phil Vassar,38,89,20,84,5,
2005-01-15,My Happy Ending,Avril Lavigne,9,47,25,44,3,
2005-01-15,Real Big,Mannie Fresh,79,0,12,100,Re-Entry,
2005-01-15,Somebody Told Me,The Killers,51,62,20,69,-7,
2005-01-08,Cold,Crossfade,81,81,23,81,0,
2005-01-08,Nolia Clap,"Juvenile, Wacko & Skip",31,89,20,87,2,
2005-01-08,That's What It's All About,Brooks & Dunn,38,93,20,98,-5,
2005-01-01,American Idiot,Green Day,61,92,20,90,2,
2005-01-01,Knuck If You Buck,Crime Mob Featuring Lil Scrappy,76,85,20,87,-2,
2005-01-01,You're My Everything,Anita Baker,74,99,20,99,0,
2004-12-25,Call My Name,Prince,75,100,18,100,0,
2004-12-25,Diary,Alicia Keys Featuring Tony! Toni! Tone!,8,39,28,48,-9,
2004-12-25,Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,93,96,4,94,2,
2004-12-25,I Hate Everything,George Strait,35,94,20,97,-3,
2004-12-25,Used To Love U,John Legend,74,91,13,98,-7,
2004-12-18,Big Chips,R. Kelly & Jay-Z,39,90,9,97,-7,
2004-12-18,Let's Get It Started,The Black Eyed Peas,21,57,20,67,-10,
2004-12-18,Suds In The Bucket,Sara Evans,33,69,20,72,-3,
2004-12-11,"Breathe, Stretch, Shake",Mase Featuring P. Diddy,28,89,16,96,-7,
2004-12-11,Bridging The Gap,Nas Featuring Olu Dara,94,94,4,100,-6,
2004-12-11,Just Like You,Three Days Grace,55,92,20,95,-3,
2004-12-11,Locked Up,Akon Featuring Styles P.,8,38,27,48,-10,
2004-12-04,(Reach Up For The) Sunrise,Duran Duran,89,96,5,100,-4,
2004-12-04,Breaking The Habit,Linkin Park,20,62,20,68,-6,
2004-12-04,Days Go By,Keith Urban,31,68,20,78,-10,
2004-12-04,Heaven,Los Lonely Boys,16,32,30,42,-10,
2004-12-04,If I Ain't Got You,Alicia Keys,4,39,40,45,-6,
2004-12-04,My Place,Nelly Featuring Jaheim,4,52,20,61,-9,
2004-12-04,Stays In Mexico,Toby Keith,51,83,15,97,-14,
2004-12-04,The Reason,Hoobastank,2,34,38,43,-9,
2004-12-04,This Love,Maroon 5,5,46,43,49,-3,
2004-11-27,Here For The Party,Gretchen Wilson,39,95,17,100,-5,
2004-11-27,No Problem,Lil Scrappy,29,59,20,64,-5,
2004-11-27,White Tee's,Dem Franchize Boyz,79,87,13,97,-10,
2004-11-27,Why?,Jadakiss Featuring Anthony Hamilton,11,78,20,87,-9,
2004-11-20,Headsprung,LL Cool J,16,52,20,69,-17,
2004-11-20,Hot 2Nite,New Edition,87,87,12,96,-9,
2004-11-20,If Nobody Believed In You,Joe Nichols,68,88,14,97,-9,
2004-11-20,King Of The Dancehall,Beenie Man,80,83,12,86,-3,
2004-11-20,Pieces Of Me,Ashlee Simpson,5,37,21,48,-11,
2004-11-20,Rough & Ready,Trace Adkins,75,78,4,98,-20,
2004-11-20,So Sexy Chapter II (Like This),Twista Featuring R. Kelly,92,92,2,100,-8,
2004-11-20,Sunshine,Lil' Flip Featuring Lea,2,43,23,49,-6,
2004-11-20,U Saved Me,R. Kelly,52,99,16,99,0,
2004-11-20,White Houses,Vanessa Carlton,86,86,6,90,-4,
2004-11-13,Dip It Low,Christina Milian,5,47,30,50,-3,
2004-11-13,Feels Like Today,Rascal Flatts,56,84,13,100,-16,
2004-11-13,Flap Your Wings,Nelly,52,87,11,95,-8,
2004-11-13,Nasty Girl,Nitty,87,93,9,98,-5,
2004-11-13,Shadow,Ashlee Simpson,57,60,7,85,-25,
2004-11-13,She Thinks She Needs Me,Andy Griggs,43,94,16,91,3,
2004-11-13,Westside Story,The Game Featuring 50 Cent,93,98,4,93,5,
2004-11-13,Yeah!,Usher Featuring Lil Jon & Ludacris,1,49,45,49,0,
2004-11-06,Accidentally In Love,Counting Crows,39,77,20,82,-5,
2004-11-06,Let's Get Away,T.I.,35,99,18,99,0,
2004-11-06,Slow Motion,Juvenile Featuring Soulja Slim,1,32,28,44,-12,
2004-11-06,Take Me Out,Franz Ferdinand,66,86,19,96,-10,
2004-11-06,Turn Me On,Kevin Lyttle Featuring Spragga Benz,4,42,25,40,2,
2004-10-30,I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",11,48,20,55,-7,
2004-10-30,Shake That Sh**,Shawnna Featuring Ludacris,63,84,14,89,-5,
2004-10-30,Tilt Ya Head Back,Nelly & Christina Aguilera,58,87,6,98,-11,
2004-10-30,Too Much Of A Good Thing,Alan Jackson,46,88,13,100,-12,
2004-10-30,You & Me,J-Kwon Featuring Sadiyyah,58,85,7,96,-11,
2004-10-23,I Go Back,Kenny Chesney,32,72,20,78,-6,
2004-10-23,Jesus Walks,Kanye West,11,47,25,50,-3,
2004-10-23,Leave (Get Out),JoJo,12,37,29,46,-9,
2004-10-23,Move Ya Body,Nina Sky Featuring Jabba,4,38,26,43,-5,
2004-10-16,Confessions Part II,Usher,1,44,25,48,-4,
2004-10-16,Feelin' Way Too Damn Good,Nickelback,48,86,16,95,-9,
2004-10-16,Girls Lie Too,Terri Clark,36,79,15,81,-2,
2004-10-16,So Sexy,Twista Featuring R. Kelly,25,76,17,92,-16,
2004-10-16,U Should've Known Better,Monica,19,68,20,64,4,
2004-10-16,Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,41,92,18,96,-4,
2004-10-09,Away From The Sun,3 Doors Down,62,90,15,95,-5,
2004-10-09,Car Wash,Christina Aguilera Featuring Missy Elliott,63,80,5,91,-11,
2004-10-09,Float On,Modest Mouse,68,91,20,99,-8,
2004-10-09,I Got A Feelin',Billy Currington,50,95,16,98,-3,
2004-10-09,Let Me In,Young Buck,34,78,12,88,-10,
2004-10-09,Meant To Live,Switchfoot,18,41,28,49,-8,
2004-10-09,Still In Love,Teena Marie Featuring Baby,70,93,20,93,0,
2004-10-09,Whatever U Want,Christina Milian Featuring Joe Budden,100,0,1,100,New,
2004-10-02,Break Down Here,Julie Roberts,81,90,12,99,-9,
2004-10-02,Burn,Usher,1,42,30,47,-5,
2004-10-02,I Want To Live,Josh Gracin,45,98,14,98,0,
2004-10-02,Somebody,Reba McEntire,35,99,17,100,-1,
2004-10-02,Southside,Lloyd Featuring Ashanti,24,56,20,84,-28,
2004-09-25,Freek-A-Leek,Petey Pablo,7,43,39,50,-7,
2004-09-25,Ocean Avenue,Yellowcard,37,96,20,100,-4,
2004-09-25,On Fire,Lloyd Banks,8,57,20,89,-32,
2004-09-25,Save A Horse (Ride A Cowboy),Big & Rich,56,74,9,91,-17,
2004-09-25,Slither,Velvet Revolver,56,82,20,86,-4,
2004-09-18,Everytime,Britney Spears,15,86,18,88,-2,
2004-09-18,How Come,D12,27,68,12,87,-19,
2004-09-18,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,30,56,20,79,-23,
2004-09-18,Who Is She 2 U,Brandy,85,91,4,100,-9,
2004-09-11,Freaks,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,69,94,10,99,-5,
2004-09-11,How Did You Know?,Mynt Featuring Kim Sozzi,97,97,2,100,-3,
2004-09-11,I Believe,Fantasia,1,88,10,98,-10,
2004-09-11,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,2,47,30,50,-3,
2004-09-11,Love Song,311,59,64,20,78,-14,
2004-09-11,Selfish,Slum Village Featuring Kanye West & John Legend,55,82,17,96,-14,
2004-09-11,Whiskey Girl,Toby Keith,31,91,20,97,-6,
2004-09-04,Culo,Pitbull Featuring Lil Jon,32,58,20,74,-16,
2004-09-04,Loco,David Lee Murphy,44,94,18,99,-5,
2004-09-04,Outrageous,Britney Spears,79,79,4,87,-8,
2004-09-04,Scandalous,Mis-Teeq,35,87,16,98,-11,
2004-08-28,Got It Twisted,Mobb Deep,64,79,20,90,-11,
2004-08-28,Hey Good Lookin',"Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait",63,87,11,99,-12,
2004-08-28,How Far,Martina McBride,68,70,8,89,-19,
2004-08-28,If You Ever Stop Loving Me,Montgomery Gentry,30,82,20,83,-1,
2004-08-28,Just For You,Lionel Richie,92,95,17,97,-2,
2004-08-28,New Day,Patti LaBelle,93,100,7,93,7,
2004-08-28,So Fly,NB Ridaz Featuring Gemini,87,88,10,100,-12,
2004-08-28,Storm,Lenny Kravitz Featuring Jay-Z,98,0,1,98,New,
2004-08-21,Happy People,R. Kelly,19,76,20,86,-10,
2004-08-21,Hey Mama,The Black Eyed Peas,23,77,20,76,1,
2004-08-21,Jook Gal (Wine Wine),Elephant Man,57,99,18,96,3,
2004-08-21,Let's Be Us Again,Lonestar,38,93,20,93,0,
2004-08-21,Lying From You,Linkin Park,58,98,18,97,1,
2004-08-21,Naughty Girl,Beyonce,3,44,22,47,-3,
2004-08-21,Redneck Woman,Gretchen Wilson,22,68,20,64,4,
2004-08-21,Welcome Back,Mase,32,83,12,91,-8,
2004-08-14,Cold Hard Bitch,Jet,55,92,20,92,0,
2004-08-14,Don't Tell Me,Avril Lavigne,22,58,20,56,2,
2004-08-14,Dreams,Diana DeGarmo,14,86,5,91,-5,
2004-08-14,Here Without You,3 Doors Down,5,45,51,50,-5,
2004-08-14,My Immortal,Evanescence,7,39,32,46,-7,
2004-08-14,Talk About Our Love,Brandy Featuring Kanye West,36,100,14,94,6,
2004-08-07,8th World Wonder,Kimberley Locke,49,98,20,99,-1,
2004-08-07,Everything,Alanis Morissette,76,0,9,97,Re-Entry,
2004-08-07,Overnight Celebrity,Twista,6,31,20,40,-9,
2004-08-07,Tipsy,J-Kwon,2,38,30,48,-10,
2004-07-31,Ch-Check It Out,Beastie Boys,68,92,12,97,-5,
2004-07-31,Diamond In The Back,Ludacris,94,94,3,100,-6,
2004-07-31,Dude,Beenie Man Featuring Ms. Thing,26,44,26,46,-2,
2004-07-31,I Miss You,Blink-182,42,90,20,95,-5,
2004-07-31,Letters From Home,John Michael Montgomery,24,77,20,80,-3,
2004-07-31,Roses,OutKast,9,27,21,40,-13,
2004-07-31,Someday,Nickelback,7,46,50,48,-2,
2004-07-24,99 Problems,JAY-Z,30,71,12,87,-16,
2004-07-24,All Falls Down,Kanye West Featuring Syleena Johnson,7,54,20,49,5,
2004-07-24,Don't Take Your Love Away,Avant,37,83,20,86,-3,
2004-07-24,Game Over (Flip),Lil' Flip,15,77,20,84,-7,
2004-07-24,Get No Better,Cassidy Featuring Mashonda,79,85,12,100,-15,
2004-07-17,Dirt Off Your Shoulder,JAY-Z,5,34,26,49,-15,
2004-07-17,My Band,D12,6,85,18,95,-10,
2004-07-17,Paint Me A Birmingham,Tracy Lawrence,42,97,16,93,4,
2004-07-17,Take My Breath Away,Jessica Simpson,20,94,16,89,5,
2004-07-17,Tear It Up,"Yung Wun Featuring DMX, Lil' Flip & David Banner",76,91,13,90,1,
2004-07-17,whoknows,Musiq,65,92,13,100,-8,
2004-07-10,100 Years,Five For Fighting,28,47,22,49,-2,
2004-07-10,Love's Divine,Seal,79,84,20,84,0,
2004-07-10,That's What She Gets For Loving Me,Brooks & Dunn,53,57,14,80,-23,
2004-07-10,You Raise Me Up,Josh Groban,73,98,17,99,-1,
2004-07-03,I Can't Sleep,Clay Walker,61,74,7,94,-20,
2004-07-03,Mayberry,Rascal Flatts,21,63,20,68,-5,
2004-07-03,Passenger Seat,SHeDAISY,66,77,8,91,-14,
2004-07-03,When The Sun Goes Down,Kenny Chesney & Uncle Kracker,26,59,20,58,1,
2004-07-03,Where Are We Runnin'?,Lenny Kravitz,69,78,6,89,-11,
2004-07-03,You're The Only One,Maria Mena,86,86,4,92,-6,
2004-06-26,Coo-Coo Chee,Ric-A-Che Featuring Darija,97,0,1,97,New,
2004-06-26,Desperately,George Strait,44,88,14,99,-11,
2004-06-26,The First Cut Is The Deepest,Sheryl Crow,14,46,36,49,-3,
2004-06-26,This Way,Dilated Peoples Featuring Kanye West,78,83,5,100,-17,
2004-06-26,Time's Up!,Jadakiss Featuring Nate Dogg,70,81,8,88,-7,
2004-06-26,White Flag,Dido,18,44,41,50,-6,
2004-06-26,You'll Think Of Me,Keith Urban,24,62,20,67,-5,
2004-06-19,Hole In The Head,Sugababes,96,98,2,96,2,
2004-06-19,I'm Still In Love With You,Sean Paul Featuring Sasha,14,31,25,48,-17,
2004-06-19,It Only Hurts When I'm Breathing,Shania Twain,71,85,7,98,-13,
2004-06-19,Last One Standing,Emerson Drive,89,95,8,95,0,
2004-06-19,Sweet Southern Comfort,Buddy Jewell,40,87,20,89,-2,
2004-06-19,The Outsider,A Perfect Circle,79,0,5,100,Re-Entry,
2004-06-19,The Way You Move,OutKast Featuring Sleepy Brown,1,41,39,45,-4,
2004-06-12,Figured You Out,Nickelback,65,97,19,99,-2,
2004-06-12,One Call Away,Chingy Featuring J. Weav,2,48,20,62,-14,
2004-06-12,Ride Wit U,Joe Featuring G-Unit,56,95,14,93,2,
2004-06-12,Toxic,Britney Spears,9,51,20,56,-5,
2004-06-12,Wanna Get To Know You,G-Unit Featuring Joe,15,98,18,100,-2,
2004-06-05,Are You Gonna Be My Girl,Jet,29,49,25,45,4,
2004-06-05,I Want You,Janet Jackson,57,90,10,93,-3,
2004-06-05,I'm Ready,Cherie,99,99,2,99,0,
2004-06-05,Last Train Home,Lostprophets,75,92,6,96,-4,
2004-06-05,Maps,Yeah Yeah Yeahs,87,100,13,100,0,
2004-05-29,Hotel,Cassidy Featuring R. Kelly,4,33,24,40,-7,
2004-05-29,Perfect,Sara Evans,46,95,19,96,-1,
2004-05-29,With You,Jessica Simpson,14,36,23,50,-14,
2004-05-22,Come Clean,Hilary Duff,35,87,13,98,-11,
2004-05-22,Hey Ya!,OutKast,1,41,32,48,-7,
2004-05-22,Rubber Band Man,T.I.,30,70,20,86,-16,
2004-05-22,Solitaire,Clay Aiken,4,97,8,97,0,
2004-05-22,Splash Waterfalls,Ludacris,6,36,21,41,-5,
2004-05-15,Behind Blue Eyes,Limp Bizkit,71,90,11,100,-10,
2004-05-15,Good Little Girls,Blue County,63,69,7,95,-26,
2004-05-15,I Can't Wait,Sleepy Brown Featuring OutKast,40,85,13,98,-13,
2004-05-15,Megalomaniac,Incubus,55,70,20,83,-13,
2004-05-15,Simple Life,Carolyn Dawn Johnson,73,73,5,82,-9,
2004-05-15,Sorry 2004,Ruben Studdard,9,48,20,60,-12,
2004-05-08,American Soldier,Toby Keith,28,61,20,64,-3,
2004-05-08,Bounce,Sarah Connor,54,86,10,100,-14,
2004-05-08,Falls On Me,Fuel,52,89,14,95,-6,
2004-05-08,It's My Life,No Doubt,10,43,28,46,-3,
2004-05-08,Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,9,40,26,44,-4,
2004-05-08,Songs About Rain,Gary Allan,71,78,10,86,-8,
2004-05-08,What's It Like,Jagged Edge,85,85,2,97,-12,
2004-05-08,When I Look To The Sky,Train,74,91,14,92,-1,
2004-05-01,F.U.R.B. (F U Right Back),Frankee,63,81,7,96,-15,
2004-05-01,I Am The Highway,Audioslave,66,85,17,90,-5,
2004-05-01,I Love You This Much,Jimmy Wayne,53,96,15,100,-4,
2004-05-01,In My Daughter's Eyes,Martina McBride,39,90,16,93,-3,
2004-05-01,Little Moments,Brad Paisley,35,76,20,83,-7,
2004-05-01,No Better Love,Young Gunz Featuring Rell,36,80,14,88,-8,
2004-05-01,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,1,37,22,45,-8,
2004-04-24,Baby I Love U,Jennifer Lopez,72,88,4,98,-10,
2004-04-24,F**k It (I Don't Want You Back),Eamon,16,38,21,47,-9,
2004-04-24,Hot Mama,Trace Adkins,51,91,14,97,-6,
2004-04-24,I Wanna Do It All,Terri Clark,38,93,20,95,-2,
2004-04-24,In My Life,Juvenile Featuring Mannie Fresh,46,89,17,94,-5,
2004-04-24,"Me, Myself And I",Beyonce,4,41,24,43,-2,
2004-04-24,Remember When,Alan Jackson,29,50,20,51,-1,
2004-04-24,Watch The Wind Blow By,Tim McGraw,32,56,20,73,-17,
2004-04-24,Wild West Show,Big & Rich,85,85,9,88,-3,
2004-04-17,Gal Yuh Ah Lead,T.O.K.,85,97,9,98,-1,
2004-04-17,I'm Really Hot,Missy Elliott,59,91,10,97,-6,
2004-04-17,Long Black Train,Josh Turner,72,94,18,100,-6,
2004-04-17,Neva Eva,Trillville,77,95,18,95,0,
2004-04-17,Through The Wire,Kanye West,15,42,21,47,-5,
2004-04-10,(I Hate) Everything About You,Three Days Grace,55,69,20,66,3,
