Position,Track Name,Artist,Streams
49,Needed Me,Rihanna,325398
50,Redbone,Childish Gambino,319562
51,Some Kind Of Drug,G-Eazy,315869
52,Don't Let Me Down,The Chainsmokers,308262
53,Now and Later,Sage The Gemini,301618
54,Weak,AJR,300581
55,Treat You Better,Shawn Mendes,299681
56,All Night,The Vamps,290889
57,Chantaje,Shakira,288474
58,Make Me (Cry),Noah Cyrus,278464
59,Sunset Lover,Petit Biscuit,276340
60,Love On The Brain,Rihanna,275750
61,Used to This,Future,273008
62,Panda,Desiigner,270256
63,Change,J. Cole,265174
64,Reminder,The Weeknd,263993
65,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,263815
66,goosebumps,Travis Scott,263560
67,Low Life,Future,262522
68,The Mack,Nevada,261894
69,Work,Rihanna,260449
70,No Role Modelz,J. Cole,257388
71,Work from Home,Fifth Harmony,256993
72,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,252752
73,Too Many Years,Kodak Black,251274
74,Ride,Twenty One Pilots,251251
75,Die For You,The Weeknd,247317
76,Light,San Holo,246735
77,Water Under the Bridge,Adele,245892
78,Money Longer,Lil Uzi Vert,245000
79,"i hate u, i love u (feat. olivia o'brien)",gnash,242308
80,Both (feat. Drake),Gucci Mane,242283
81,Selfish,PnB Rock,242214
82,Water,Ugly God,240190
83,Cheap Thrills,Sia,239793
84,Erase Your Social,Lil Uzi Vert,238248
85,Moves,Big Sean,237987
86,Congratulations,Post Malone,237540
87,Jumpman,Drake,237371
88,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,237318
89,Never Be Like You,Flume,236465
90,Setting Fires,The Chainsmokers,236281
91,I Would Like,Zara Larsson,236160
92,Come and See Me (feat. Drake),PARTYNEXTDOOR,236052
93,Lot to Learn,Luke Christopher,235871
94,Don't,Bryson Tiller,234903
95,White Iverson,Post Malone,234518
96,Exchange,Bryson Tiller,229978
97,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,225757
98,Into You,Ariana Grande,223752
99,This Is What You Came For,Calvin Harris,222105
100,Too Much Sauce,DJ Esco,219322
101,Lighthouse - Andrelli Remix,Hearts & Colors,218612
102,Not Going Home,DVBBS,215039
103,All Time Low,Jon Bellion,214151
104,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,212897
105,Litty (feat. Tory Lanez),Meek Mill,212858
106,Stressed Out,Twenty One Pilots,212500
107,Shed a Light,Robin Schulz,211948
108,That's What I Like,Bruno Mars,211744
109,One Night,Lil Yachty,210595
110,I Got You,Bebe Rexha,210552
111,Deja Vu,Post Malone,210027
112,This Town,Niall Horan,209692
113,No Flockin,Kodak Black,209287
114,"Me, Myself & I",G-Eazy,205056
115,True Colors,The Weeknd,204558
116,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,203823
117,By Your Side,Jonas Blue,199807
118,Secrets,The Weeknd,198592
119,Somebody Else,VÉRITÉ,195409
120,Gold,Kiiara,194612
121,Living Single,Big Sean,193062
122,Gassed Up,Nebu Kiniza,192943
123,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,192013
124,Rockin’,The Weeknd,190139
125,Solo Dance,Martin Jensen,188063
126,Father Stretch My Hands Pt. 1,Kanye West,188056
127,PILLOWTALK,ZAYN,184603
128,The Hills,The Weeknd,184212
129,Let Me Explain,Bryson Tiller,181670
130,She's Mine Pt. 1,J. Cole,181104
131,Party,Chris Brown,180685
132,Pop Style,Drake,179169
133,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,178485
134,What They Want,Russ,177785
135,For Whom The Bell Tolls,J. Cole,176651
136,4 Your Eyez Only,J. Cole,176494
137,Love Yourself,Justin Bieber,176151
138,Ville Mentality,J. Cole,175952
139,Cake,Flo Rida,175911
140,Roses,The Chainsmokers,175174
141,Go Flex,Post Malone,173805
142,Capsize,FRENSHIP,172877
143,Send My Love (To Your New Lover),Adele,172872
144,Hear Me Now,Alok,172567
145,Oh Lord,MiC LOWRY,172216
146,My Shit,A Boogie Wit da Hoodie,169864
147,7 Years,Lukas Graham,169583
148,Baptized In Fire,Kid Cudi,169355
149,You & Me,Marc E. Bassy,167883
150,Black Barbies,Nicki Minaj,167871
151,The Greatest,Sia,167265
152,Blue Ain't Your Color,Keith Urban,166814
153,Good Drank,2 Chainz,165894
154,Dynamite (feat. Pretty Sister),Nause,165069
155,It's Gotta Be You,Isaiah,164954
156,Say It (feat. Tove Lo),Flume,164915
157,Tiimmy Turner,Desiigner,164767
158,Ophelia,The Lumineers,164465
159,Famous,Kanye West,164080
160,Taped Up Heart (feat. Clara Mae),KREAM,163891
161,Hymn For The Weekend - Seeb Remix,Coldplay,163239
162,All I Know,The Weeknd,163130
163,Wake Up Where You Are,State of Sound,162998
164,Wyclef Jean,Young Thug,162928
165,My Way,Calvin Harris,162834
166,Do What I Want,Lil Uzi Vert,161908
167,How Far I'll Go,Auli'i Cravalho,161313
168,False Alarm,The Weeknd,160553
169,Uber Everywhere,MadeinTYO,159824
170,Still Here,Drake,159499
171,oui,Jeremih,159395
172,Attention,The Weeknd,159137
173,Foldin Clothes,J. Cole,157023
174,Miss You,James Hersey,156806
175,'Till I Collapse,Eminem,156660
176,Sorry,Justin Bieber,155492
177,Hotline Bling,Drake,155409
178,Location,Khalid,154404
179,Lose Yourself - Soundtrack Version,Eminem,153343
180,Juke Jam (feat. Justin Bieber & Towkio),Chance The Rapper,150765
181,Wet Dreamz,J. Cole,150502
182,LUV,Tory Lanez,149947
183,Unsteady,X Ambassadors,149047
184,H.O.L.Y.,Florida Georgia Line,148165
185,Let It Go,James Bay,147948
186,Crazy Brazy,A$AP Mob,147523
187,Versace On The Floor,Bruno Mars,146484
188,Antidote,Travis Scott,145990
189,Castro,Yo Gotti,145869
190,No Type,Rae Sremmurd,145586
191,Look Alive,Rae Sremmurd,144431
192,Really Really,Kevin Gates,143677
193,Middle,DJ Snake,143601
194,Childs Play,Drake,143323
195,She's Mine Pt. 2,J. Cole,143295
196,everybody dies,J. Cole,142282
197,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,141881
198,Ordinary Life,The Weeknd,141837
199,Death Of A Bachelor,Panic! At The Disco,141232
200,Hello,Adele,140721
1,Bad and Boujee (feat. Lil Uzi Vert),Migos,1295592
2,Fake Love,Drake,1179992
3,Starboy,The Weeknd,1068015
4,Closer,The Chainsmokers,860364
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,797763
6,Black Beatles,Rae Sremmurd,763649
7,Bounce Back,Big Sean,717011
8,Caroline,Aminé,712329
9,Bad Things (with Camila Cabello),Machine Gun Kelly,709544
10,I Feel It Coming,The Weeknd,671286
11,Broccoli (feat. Lil Yachty),DRAM,620755
12,Don't Wanna Know,Maroon 5,553115
13,Deja Vu,J. Cole,551644
14,Let Me Love You,DJ Snake,549044
15,X (feat. Future),21 Savage,540024
16,Say You Won't Let Go,James Arthur,533469
17,24K Magic,Bruno Mars,520426
18,In the Name of Love,Martin Garrix,504902
19,One Dance,Drake,504230
20,Chill Bill,Rob $tone,496658
21,iSpy (feat. Lil Yachty),KYLE,486252
22,No Heart,21 Savage,474146
23,Party Monster,The Weeknd,473629
24,Side To Side,Ariana Grande,460724
25,Starving,Hailee Steinfeld,455268
26,Sneakin’,Drake,450379
27,"How Far I'll Go - From ""Moana""",Alessia Cara,429735
28,Heathens,Twenty One Pilots,424343
29,All We Know,The Chainsmokers,422908
30,You Was Right,Lil Uzi Vert,421752
31,Mercy,Shawn Mendes,410003
32,Call On Me - Ryan Riback Extended Remix,Starley,409940
33,Scars To Your Beautiful,Alessia Cara,403651
34,OOOUUU,Young M.A,398612
35,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,390849
36,Love Me Now,John Legend,387216
37,Neighbors,J. Cole,375767
38,Swang,Rae Sremmurd,369360
39,Too Good,Drake,366482
40,Six Feet Under,The Weeknd,365059
41,Just Hold On,Steve Aoki,358728
42,All Time Low,Jon Bellion,357038
43,Cold Water (feat. Justin Bieber & MØ),Major Lazer,350662
44,Controlla,Drake,349167
45,Sidewalks,The Weeknd,348205
46,pick up the phone,Young Thug,344968
47,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,344428
48,Needed Me,Rihanna,344210
49,Redbone,Childish Gambino,335506
50,Immortal,J. Cole,326726
51,Some Kind Of Drug,G-Eazy,312038
52,Don't Let Me Down,The Chainsmokers,310698
53,Now and Later,Sage The Gemini,294652
54,Panda,Desiigner,293132
55,Treat You Better,Shawn Mendes,291178
56,All Night,The Vamps,288198
57,Chantaje,Shakira,286090
58,Weak,AJR,285784
59,Love On The Brain,Rihanna,281450
60,Make Me (Cry),Noah Cyrus,281419
61,Used to This,Future,276718
62,Sunset Lover,Petit Biscuit,272319
63,Low Life,Future,271826
64,goosebumps,Travis Scott,268150
65,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,267148
66,No Role Modelz,J. Cole,266335
67,Change,J. Cole,265844
68,Reminder,The Weeknd,262334
69,Ride,Twenty One Pilots,260555
70,Moves,Big Sean,258013
71,Work,Rihanna,256513
72,Too Many Years,Kodak Black,254028
73,Money Longer,Lil Uzi Vert,249998
74,Work from Home,Fifth Harmony,249214
75,Both (feat. Drake),Gucci Mane,248922
76,Die For You,The Weeknd,248352
77,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,246878
78,"i hate u, i love u (feat. olivia o'brien)",gnash,246875
79,Exchange,Bryson Tiller,246435
80,The Mack,Nevada,246349
81,White Iverson,Post Malone,246194
82,Selfish,PnB Rock,246060
83,Water Under the Bridge,Adele,245992
84,Jumpman,Drake,245324
85,Water,Ugly God,244440
86,Don't,Bryson Tiller,244407
87,Congratulations,Post Malone,242199
88,Erase Your Social,Lil Uzi Vert,241574
89,Come and See Me (feat. Drake),PARTYNEXTDOOR,237912
90,Light,San Holo,236612
91,Stressed Out,Twenty One Pilots,233837
92,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,228596
93,Cheap Thrills,Sia,228332
94,Never Be Like You,Flume,227777
95,Setting Fires,The Chainsmokers,225334
96,Too Much Sauce,DJ Esco,224776
97,Lot to Learn,Luke Christopher,224121
98,I Would Like,Zara Larsson,221424
99,Into You,Ariana Grande,220458
100,This Is What You Came For,Calvin Harris,219811
101,Lighthouse - Andrelli Remix,Hearts & Colors,218838
102,"Me, Myself & I",G-Eazy,218501
103,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,216962
104,Litty (feat. Tory Lanez),Meek Mill,216863
105,No Flockin,Kodak Black,214942
106,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,214795
107,One Night,Lil Yachty,214745
108,Shed a Light,Robin Schulz,211561
109,Deja Vu,Post Malone,209853
110,All Time Low,Jon Bellion,209782
111,This Town,Niall Horan,206475
112,True Colors,The Weeknd,205432
113,Not Going Home,DVBBS,204659
114,That's What I Like,Bruno Mars,202113
115,I Got You,Bebe Rexha,201613
116,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,199729
117,Gold,Kiiara,199462
118,Gassed Up,Nebu Kiniza,196522
119,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,195978
120,Secrets,The Weeknd,195256
121,Father Stretch My Hands Pt. 1,Kanye West,194059
122,Love Yourself,Justin Bieber,194051
123,Living Single,Big Sean,193701
124,Solo Dance,Martin Jensen,193064
125,By Your Side,Jonas Blue,192844
126,Pop Style,Drake,192095
127,The Hills,The Weeknd,191104
128,Rockin’,The Weeknd,188289
129,Send My Love (To Your New Lover),Adele,187938
130,Let Me Explain,Bryson Tiller,185418
131,Roses,The Chainsmokers,185383
132,7 Years,Lukas Graham,185073
133,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,183265
134,Famous,Kanye West,181457
135,Somebody Else,VÉRITÉ,181357
136,She's Mine Pt. 1,J. Cole,180120
137,Capsize,FRENSHIP,179032
138,Party,Chris Brown,177886
139,What They Want,Russ,177582
140,Sorry,Justin Bieber,176245
141,Hear Me Now,Alok,175812
142,Blue Ain't Your Color,Keith Urban,175478
143,4 Your Eyez Only,J. Cole,175199
144,Go Flex,Post Malone,175045
145,For Whom The Bell Tolls,J. Cole,174834
146,Cake,Flo Rida,174556
147,Ville Mentality,J. Cole,174321
148,You & Me,Marc E. Bassy,174084
149,Say It (feat. Tove Lo),Flume,173688
150,It's Gotta Be You,Isaiah,173500
151,PILLOWTALK,ZAYN,172308
152,My Shit,A Boogie Wit da Hoodie,171937
153,Baptized In Fire,Kid Cudi,169899
154,Good Drank,2 Chainz,169306
155,Black Barbies,Nicki Minaj,168790
156,Hotline Bling,Drake,168602
157,Tiimmy Turner,Desiigner,167924
158,The Greatest,Sia,166453
159,Wyclef Jean,Young Thug,166222
160,oui,Jeremih,165971
161,Do What I Want,Lil Uzi Vert,164761
162,Still Here,Drake,164665
163,Wake Up Where You Are,State of Sound,161321
164,All I Know,The Weeknd,161238
165,False Alarm,The Weeknd,160863
166,Hymn For The Weekend - Seeb Remix,Coldplay,160856
167,Attention,The Weeknd,160784
168,My Way,Calvin Harris,160478
169,Ophelia,The Lumineers,160376
170,History,Olivia Holt,160175
171,How Far I'll Go,Auli'i Cravalho,159787
172,Oh Lord,MiC LOWRY,159564
173,Dynamite (feat. Pretty Sister),Nause,159500
174,'Till I Collapse,Eminem,159387
175,Taped Up Heart (feat. Clara Mae),KREAM,159100
176,Lose Yourself - Soundtrack Version,Eminem,158827
177,Location,Khalid,158409
178,Antidote,Travis Scott,156013
179,Uber Everywhere,MadeinTYO,155799
180,Juke Jam (feat. Justin Bieber & Towkio),Chance The Rapper,155724
181,Foldin Clothes,J. Cole,153990
182,LUV,Tory Lanez,153370
183,Let It Go,James Bay,152658
184,Middle,DJ Snake,151933
185,Wet Dreamz,J. Cole,151299
186,Miss You,James Hersey,151098
187,Hello,Adele,150369
188,Crazy Brazy,A$AP Mob,150094
189,everybody dies,J. Cole,149601
190,Castro,Yo Gotti,148734
191,Unsteady,X Ambassadors,148502
192,No Type,Rae Sremmurd,148238
193,Really Really,Kevin Gates,148127
194,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,147655
195,My House,Flo Rida,145003
196,Versace On The Floor,Bruno Mars,144943
197,Death Of A Bachelor,Panic! At The Disco,144546
198,Skateboard P,MadeinTYO,144479
199,Childs Play,Drake,143822
200,Rap God,Eminem,142913
1,Shape of You,Ed Sheeran,1517787
2,Castle on the Hill,Ed Sheeran,1472037
3,Bad and Boujee (feat. Lil Uzi Vert),Migos,1328631
4,Fake Love,Drake,1217137
5,Starboy,The Weeknd,1083653
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,816323
7,Black Beatles,Rae Sremmurd,814513
8,Closer,The Chainsmokers,805446
9,Caroline,Aminé,741197
10,Bounce Back,Big Sean,739551
11,Bad Things (with Camila Cabello),Machine Gun Kelly,714213
12,I Feel It Coming,The Weeknd,685156
13,Broccoli (feat. Lil Yachty),DRAM,625224
14,Don't Wanna Know,Maroon 5,571152
15,24K Magic,Bruno Mars,549028
16,X (feat. Future),21 Savage,546365
17,Deja Vu,J. Cole,543912
18,In the Name of Love,Martin Garrix,523541
19,Say You Won't Let Go,James Arthur,513212
20,Chill Bill,Rob $tone,509412
21,iSpy (feat. Lil Yachty),KYLE,507342
22,Let Me Love You,DJ Snake,505622
23,No Heart,21 Savage,497352
24,One Dance,Drake,482170
25,Side To Side,Ariana Grande,476302
26,Party Monster,The Weeknd,475534
27,Sneakin’,Drake,456247
28,Starving,Hailee Steinfeld,445161
29,You Was Right,Lil Uzi Vert,441225
30,Call On Me - Ryan Riback Extended Remix,Starley,433330
31,All We Know,The Chainsmokers,428299
32,Heathens,Twenty One Pilots,416841
33,"How Far I'll Go - From ""Moana""",Alessia Cara,416516
34,Mercy,Shawn Mendes,405913
35,Scars To Your Beautiful,Alessia Cara,397733
36,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,390496
37,OOOUUU,Young M.A,388436
38,Swang,Rae Sremmurd,379427
39,Love Me Now,John Legend,377289
40,Neighbors,J. Cole,374082
41,All Time Low,Jon Bellion,372827
42,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,368650
43,Six Feet Under,The Weeknd,363397
44,Cold Water (feat. Justin Bieber & MØ),Major Lazer,356174
45,pick up the phone,Young Thug,356165
46,Just Hold On,Steve Aoki,349831
47,Controlla,Drake,348726
48,Sidewalks,The Weeknd,345296
49,Too Good,Drake,341874
50,Redbone,Childish Gambino,338461
51,Needed Me,Rihanna,326513
52,Immortal,J. Cole,324295
53,Some Kind Of Drug,G-Eazy,302627
54,Weak,AJR,290898
55,Now and Later,Sage The Gemini,288239
56,Love On The Brain,Rihanna,287584
57,Moves,Big Sean,287501
58,Don't Let Me Down,The Chainsmokers,285585
59,Used to This,Future,285119
60,Chantaje,Shakira,282649
61,Panda,Desiigner,280438
62,goosebumps,Travis Scott,276511
63,The Mack,Nevada,272236
64,All Night,The Vamps,271467
65,Low Life,Future,270425
66,Make Me (Cry),Noah Cyrus,269695
67,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,269377
68,No Role Modelz,J. Cole,269089
69,Treat You Better,Shawn Mendes,267916
70,Too Many Years,Kodak Black,265069
71,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,262364
72,Money Longer,Lil Uzi Vert,261272
73,Setting Fires,The Chainsmokers,261258
74,Reminder,The Weeknd,261027
75,Both (feat. Drake),Gucci Mane,259784
76,Light,San Holo,258114
77,Water,Ugly God,256702
78,Feel Me,Tyga,252671
79,Ride,Twenty One Pilots,251879
80,Selfish,PnB Rock,251091
81,Die For You,The Weeknd,247845
82,Erase Your Social,Lil Uzi Vert,247466
83,Congratulations,Post Malone,244191
84,Sunset Lover,Petit Biscuit,243138
85,Don't,Bryson Tiller,242463
86,White Iverson,Post Malone,242191
87,Come and See Me (feat. Drake),PARTYNEXTDOOR,241567
88,Romantic - NOTD Remix,Stanaj,241156
89,Jumpman,Drake,241034
90,Photograph,Ed Sheeran,240747
91,Drinkin' Too Much,Sam Hunt,240743
92,Change,J. Cole,239970
93,Exchange,Bryson Tiller,239691
94,"i hate u, i love u (feat. olivia o'brien)",gnash,239548
95,Water Under the Bridge,Adele,236373
96,Work,Rihanna,235334
97,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,226596
98,Work from Home,Fifth Harmony,226269
99,Don't Leave,Snakehips,226142
100,Thinking Out Loud,Ed Sheeran,225907
101,Too Much Sauce,DJ Esco,225534
102,No Flockin,Kodak Black,225205
103,One Night,Lil Yachty,224069
104,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,221770
105,Litty (feat. Tory Lanez),Meek Mill,220005
106,Not Going Home,DVBBS,219556
107,Stressed Out,Twenty One Pilots,214272
108,I Would Like,Zara Larsson,213152
109,Cheap Thrills,Sia,211334
110,Deja Vu,Post Malone,210558
111,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,210481
112,Lot to Learn,Luke Christopher,209162
113,Gassed Up,Nebu Kiniza,208258
114,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,206996
115,This Is What You Came For,Calvin Harris,206193
116,Into You,Ariana Grande,205222
117,"Me, Myself & I",G-Eazy,205101
118,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,204403
119,True Colors,The Weeknd,203473
120,That's What I Like,Bruno Mars,202798
121,Never Be Like You,Flume,199509
122,All Time Low,Jon Bellion,199405
123,The Greatest,Sia,197275
124,Shed a Light,Robin Schulz,197170
125,Lighthouse - Andrelli Remix,Hearts & Colors,197127
126,Father Stretch My Hands Pt. 1,Kanye West,196267
127,I Got You,Bebe Rexha,195849
128,This Town,Niall Horan,195302
129,Living Single,Big Sean,194286
130,Secrets,The Weeknd,193352
131,The A Team,Ed Sheeran,191271
132,Party,Chris Brown,190616
133,The Hills,The Weeknd,190223
134,My Way,Calvin Harris,188263
135,Pop Style,Drake,188102
136,By Your Side,Jonas Blue,187630
137,Capsize,FRENSHIP,187532
138,Gold,Kiiara,187177
139,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,187136
140,Rockin’,The Weeknd,185195
141,Solo Dance,Martin Jensen,185173
142,What They Want,Russ,184090
143,Let Me Explain,Bryson Tiller,183223
144,Say Something Loving,The xx,178909
145,My Shit,A Boogie Wit da Hoodie,178259
146,Oh Lord,MiC LOWRY,176133
147,Go Flex,Post Malone,175798
148,Roses,The Chainsmokers,175745
149,She's Mine Pt. 1,J. Cole,175706
150,Good Drank,2 Chainz,174413
151,Tiimmy Turner,Desiigner,174138
152,Say It (feat. Tove Lo),Flume,173590
153,Love Yourself,Justin Bieber,173349
154,4 Your Eyez Only,J. Cole,172505
155,Blue Ain't Your Color,Keith Urban,171718
156,Famous,Kanye West,171127
157,For Whom The Bell Tolls,J. Cole,170959
158,Ville Mentality,J. Cole,170736
159,Wyclef Jean,Young Thug,169979
160,Do What I Want,Lil Uzi Vert,168652
161,Send My Love (To Your New Lover),Adele,167448
162,Black Barbies,Nicki Minaj,166712
163,Somebody Else,VÉRITÉ,166568
164,Still Here,Drake,166218
165,Cake,Flo Rida,165757
166,oui,Jeremih,164913
167,7 Years,Lukas Graham,164597
168,'Till I Collapse,Eminem,164281
169,So Close,Andrew McMahon in the Wilderness,164012
170,You & Me,Marc E. Bassy,163536
171,Hotline Bling,Drake,162787
172,Ophelia,The Lumineers,161313
173,Hear Me Now,Alok,161049
174,Lose Yourself - Soundtrack Version,Eminem,160922
175,Location,Khalid,160416
176,Sorry,Justin Bieber,160136
177,Move Your Body - Single Mix,Sia,159306
